time,d_l,d_r,llen,rlen,left_gps_x,left_gps_y,left_gps_z,right_gps_x,right_gps_y,right_gps_z,subject_x,subject_y,subject_z,v_r,v_l
64,0.0,0.0,0.5089278580983593,0.5089282775972416,0.0949988774765438,0.07990891840017571,1.722226982632673e-05,-0.09500112250483701,0.0799062584575951,1.7221835675695818e-05,0.0,0.06,0.5,0,0
128,0.00205243756590745,0.00429021636203708,0.5109802956642667,0.5132184939592787,0.09499930742669895,0.07987912054482957,2.4433262757952598e-05,-0.09500069256625544,0.07987748428877148,2.4432805346437486e-05,0.006031832494582634,0.06,0.5032,0.02369211649828768,0.06844769242088028
192,0.004142448742878946,0.008564797948960257,0.5130703068412382,0.5174930755462018,0.09499955275945637,0.07986771637050014,7.722448732990996e-05,-0.09500044545419964,0.07986665480604122,0.00010325684773684631,0.012063512588076782,0.06,0.5064,0.04958085812798091,0.13802784224960712
256,0.0062508030140454585,0.012776658942940222,0.5151786611124047,0.5217049365401818,0.09499966869953043,0.07986350800997823,0.00019376961685192763,-0.09500030106599584,0.07986262854263694,0.00030095322401135484,0.018094887883244544,0.06,0.5096,0.07594740538844497,0.20646452396634024
320,0.008372938618473325,0.016923706704014774,0.5173007967168326,0.5258519843012563,0.09499985030721289,0.07986191429096179,0.0003773383952761806,-0.0949999959759254,0.07986107814990306,0.0006190234893401465,0.02412580599054909,0.06,0.5128,0.10271715906324624,0.2737325207740752
384,0.01050653239759014,0.02100501273787314,0.5194343904959494,0.5299332903351147,0.09500028801427296,0.07986127405718804,0.0006289499833154731,-0.09499922792263998,0.07986044565248415,0.0010578358102129677,0.030156114532004973,0.06,0.516,0.1298517851131446,0.3398213919188046
448,0.012649682953901453,0.025019977803506177,0.5215775410522607,0.5339482554007478,0.09500119882190221,0.07986100420221726,0.0009492268622236166,-0.09499762607538827,0.079860176561238,0.0016174610754841842,0.03618566114502811,0.06,0.5192,0.15731950718451,0.40472540417660446
512,0.014800593230293368,0.02896804258749508,0.5237284513286526,0.5378963201847367,0.09500284805351805,0.07986088888467834,0.0013387183470536079,-0.09499473051073795,0.0798600612426207,0.0022979571256568666,0.04221429348628539,0.06,0.5224,0.18509027506139625,0.4684392622054305
576,0.01695752336472378,0.032848646596989495,0.5258853814630831,0.5417769241942311,0.09500555666764005,0.07986084024525343,0.0017979467021422679,-0.0949899859417741,0.079860012890473,0.0030994027597074903,0.04824185923554384,0.06,0.5256,0.21313504239019243,0.5309575070355067
640,0.019118799342870085,0.036661237421587556,0.5280466574412294,0.5455895150188291,0.0950097030619028,0.07986082010010036,0.0023273959073282246,-0.0949827407831229,0.07985999349165047,0.004021881407850745,0.054268206099519135,0.06,0.5288,0.2414258949462576,0.592274656520607
704,0.021282819485487492,0.040405276633639575,0.5302106775838468,0.5493335542308811,0.09501572334474861,0.07986081169835428,0.002927502383948357,-0.09497224758811465,0.0798599864057329,0.005065468738312623,0.06029318181572346,0.06,0.532,0.26993614941193217,0.6523852923749738
768,0.023448053772352928,0.04408023847071407,0.5323759118707122,0.5530085160679556,0.09502411125225378,0.0798608078682338,0.0035986528431682964,-0.09495766369353141,0.07985998461318708,0.006230227993392657,0.06631663415631263,0.06,0.5352,0.29864034483939106,0.711284038806614
832,0.025613040050432634,0.04768560553124257,0.5345408981487919,0.5566138831284841,0.09503541798140695,0.07986080561558344,0.004341185200812224,-0.09493805181197008,0.07985998530717732,0.0075162086640262055,0.07233841093193223,0.06,0.5384,0.32751418705446467,0.7689654966706634
896,0.027776379646827776,0.05122086400273884,0.536704237745187,0.5601491415999804,0.09505025198498525,0.07986080368488883,0.005155390039702393,-0.09491238053659408,0.07985998744378374,0.00892344587861496,0.07835835999556291,0.06,0.5416,0.35653448381263897,0.8254241709308603
960,0.02993731606191785,0.054688189554806255,0.5388651741602771,0.5636164671520478,0.09506931210469481,0.07986080090187213,0.006040929505240394,-0.0948795435981069,0.07985998987112826,0.010449128291417323,0.08437632924636455,0.06,0.5448,0.38568255719654676,0.8807000270543148
