Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
103;1.03;-0.106828;0.149964;-0.098908;0.053372;0.149366;-0.271515;0.267703;0.796816;0.264364
104;1.04;-105;0.14996;-0.097265;0.055277;0.149371;-0.269741;0.269806;0.797084;0.266141
105;1.05;-0.103287;0.149839;-0.095618;0.05712;0.149331;-0.267987;0.271937;0.797249;0.267783
106;1.06;-0.101431;0.149754;-0.093906;0.058916;0.149041;-0.26599;0.274166;0.797822;0.269432
107;1.07;-0.099707;0.149919;-0.092332;0.06064;0.149283;-0.264396;0.275985;0.797909;0.271127
108;1.08;-0.097924;0.149899;-0.090655;0.062291;0.149312;-0.262543;0.278148;0.798113;0.272675
109;1.09;-0.096134;0.149816;-0.088969;0.06428;0.149273;-0.260952;0.280333;0.798306;0.274034
110;1.1;-0.094322;0.14978;-0.087349;0.065937;0.149217;-0.25939;0.282437;0.798584;0.275155
111;1.11;-0.092421;0.149771;-0.085594;0.067787;0.149375;-0.258067;0.284527;0.798739;0.276431
112;1.12;-0.090557;0.149694;-0.083789;0.069602;0.149396;-0.25636;0.286548;0.798985;0.277426
113;1.13;-0.08873;0.149537;-0.082005;0.071109;0.149073;-0.254016;0.288681;0.799034;0.278357
114;1.14;-0.087023;0.1497;-0.080314;0.07278;0.149206;-0.252507;0.290743;0.799117;0.279384
115;1.15;-0.085119;0.149683;-0.078571;0.074893;0.149303;-0.251027;0.292572;0.799176;0.28026
116;1.16;-0.083254;0.149576;-0.076871;0.076761;0.149169;-0.249357;0.294426;0.799145;0.281224
117;1.17;-0.081396;0.149518;-0.075201;0.078451;0.14918;-0.247599;0.296465;0.79904;0.282051
118;1.18;-0.079648;0.149632;-0.07356;0.080059;0.149327;-0.245744;0.298296;0.798892;0.282721
119;1.19;-0.077881;0.149525;-0.071829;0.081894;0.149344;-0.244102;0.300185;0.798782;0.283463
120;1.2;-0.075807;0.149381;-0.070021;0.083807;0.149126;-0.242383;0.301957;0.79857;0.284334
121;1.21;-0.074012;0.149524;-0.068413;0.085484;0.149049;-0.240652;0.303618;0.798196;0.285041
