Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
221;2.210000;-0.295886;0.148721;-0.134864;-0.132158;0.148690;-0.293152;0.280390;0.795870;0.240546
222;2.220000;-0.294516;0.148863;-0.133371;-0.130985;0.148651;-0.291848;0.282092;0.795853;0.242706
223;2.230000;-0.293315;0.148726;-0.131929;-0.129712;0.148522;-0.290246;0.283991;0.795731;0.244792
224;2.240000;-0.291990;0.148561;-0.130669;-0.128477;0.148658;-0.288857;0.285838;0.795653;0.247054
225;2.250000;-0.290723;0.148620;-0.129314;-0.127189;0.148555;-0.287780;0.287602;0.795573;0.249053
226;2.260000;-0.289389;0.148732;-0.128065;-0.126127;0.148705;-0.286551;0.289539;0.795499;0.251148
227;2.270000;-0.288203;0.148695;-0.126721;-0.124845;0.148556;-0.284934;0.291373;0.795461;0.253275
228;2.280000;-0.286882;0.148647;-0.125379;-0.123640;0.148600;-0.283653;0.293204;0.795435;0.255506
229;2.290000;-0.285640;0.148524;-0.124007;-0.122403;0.148542;-0.282360;0.294982;0.795442;0.257587
230;2.300000;-0.284422;0.148601;-0.122676;-0.121048;0.148550;-0.281120;0.296825;0.795345;0.259979
231;2.310000;-0.283045;0.148613;-0.121231;-0.119790;0.148606;-0.279856;0.298443;0.795314;0.262307
232;2.320000;-0.281850;0.148635;-0.119772;-0.118580;0.148572;-0.278400;0.300123;0.795179;0.264773
233;2.330000;-0.280600;0.148585;-0.118383;-0.117394;0.148607;-0.277110;0.301771;0.795090;0.267352
234;2.340000;-0.279353;0.148412;-0.116917;-0.116001;0.148515;-0.275637;0.303397;0.794873;0.269838
235;2.350000;-0.277970;0.148476;-0.115447;-0.114848;0.148620;-0.274621;0.305037;0.794669;0.272469
236;2.360000;-0.276774;0.148522;-0.114085;-0.113640;0.148683;-0.273208;0.306659;0.794397;0.275075
237;2.370000;-0.275268;0.148486;-0.112743;-0.112336;0.148607;-0.271638;0.308376;0.794134;0.277695
238;2.380000;-0.273981;0.148469;-0.111173;-0.111003;0.148567;-0.270270;0.310181;0.793785;0.280233
239;2.390000;-0.272655;0.148490;-0.109690;-0.109644;0.148358;-0.268815;0.311880;0.793507;0.282931
240;2.400000;-0.271206;0.148431;-0.108281;-0.108441;0.148474;-0.267413;0.313607;0.793125;0.285588
241;2.410000;-0.269813;0.148428;-0.106839;-0.107031;0.148494;-0.266115;0.315269;0.792857;0.288252
242;2.420000;-0.268541;0.148360;-0.105427;-0.105670;0.148286;-0.264584;0.316864;0.792562;0.290918
243;2.430000;-0.267206;0.148254;-0.103991;-0.104461;0.148358;-0.263260;0.318492;0.792178;0.293474
244;2.440000;-0.265806;0.148406;-0.102474;-0.103029;0.148270;-0.261701;0.320036;0.791894;0.295841
245;2.450000;-0.264573;0.148371;-0.100958;-0.101732;0.148295;-0.260347;0.321613;0.791503;0.298314
