time,d_l,d_r,llen,rlen,left_gps_x,left_gps_y,left_gps_z,right_gps_x,right_gps_y,right_gps_z,subject_x,subject_y,subject_z,v_r,v_l
64,0.0,0.0,0.48070173934646115,0.48982480230973297,-0.28602514493380166,0.07990893578473596,-0.3863467078626539,-0.4201600541736969,0.07990626233317036,-0.2517813850039853,0.0,0.06,0.0,0,0
128,0.011713986406905075,0.011493502823669177,0.49241572575336623,0.5013183051334021,-0.2860197385089671,0.07987914889778994,-0.38634192106280707,-0.4201546477731825,0.0798774885437952,-0.25177659821206694,0.008377555910807761,0.06,0.008377574284877495,0.11834469990140972,0.1117301924043328
192,0.023244426769117033,0.022821358270427916,0.5039461661155782,0.5126461605801609,-0.2858790105440525,0.07986777293546107,-0.386201976826996,-0.4200173894503128,0.0798666769882668,-0.25164011260388314,0.016754964829541225,0.06,0.016755111821615522,0.2356749526780615,0.222982897717388
256,0.03454059157034567,0.033937133320306734,0.5152423309168068,0.5237619356300397,-0.2855672312083033,0.07986357602191774,-0.3858912649648374,-0.419715860754607,0.07986265697295017,-0.2513396198986995,0.02513207976670521,0.06,0.0251325758622358,0.35044049820384604,0.332336750702678
320,0.04560377919680708,0.04484016829900778,0.5263055185432682,0.5346649706087407,-0.28508583650213826,0.07986198268136789,-0.38541128718107787,-0.4192508683236759,0.07986110603574033,-0.25087599725476417,0.03350875373796272,0.06,0.03350992965908245,0.46267390094606387,0.4397655740120847
384,0.056438207435348164,0.055532675154683686,0.5371399467818093,0.5453574774644167,-0.28443837037924624,0.07986133913165962,-0.3847655149375371,-0.4186252173625231,0.07986047142396578,-0.2502519836630452,0.041884839766713915,0.06,0.04188713646498317,0.5724373971601264,0.5452714287401921
448,0.0670483502731421,0.0660172706156375,0.5477500896196033,0.5558420729253705,-0.28362855297797307,0.07986106536411833,-0.38395752048587517,-0.41784191193822784,0.07986020116762704,-0.24947044201415364,0.050260190886674945,0.06,0.05026415953341042,0.679794299306467,0.648861909581329
512,0.0774385538401054,0.07629667132643486,0.5581402931865665,0.5661214736361678,-0.2826599899313649,0.07986094600614616,-0.38299072685760027,-0.41690393500273465,0.07986008629054941,-0.24853417918908424,0.05863466014445667,0.06,0.058640962118642656,0.7848043635377593,0.7505478881276433
576,0.08761306142861519,0.08637376748644171,0.5683148007750763,0.5761985697961747,-0.28153618816240594,0.07986089257453026,-0.3818684374473139,-0.41581431050223994,0.07986003989803779,-0.24744602168207958,0.06700810060214296,0.06,0.06701750747592544,0.8875235537078867,0.8503447354426823
640,0.09757603697832223,0.09625151234510959,0.5782777763247834,0.5860763146548426,-0.28026057308832625,0.0798608663041433,-0.38059386104163695,-0.41457603214030575,0.07986002407227985,-0.24620875227229952,0.07538036533986907,0.06,0.0753937588616327,0.9880056161153488,0.9482698771189695
