Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
104;1.040000;-0.016113;0.794765;-0.005279;-0.262778;0.149619;-0.441185;-0.420201;0.149097;-0.276903
105;1.050000;-0.016133;0.794847;-0.005250;-0.262800;0.149607;-0.441186;-0.420205;0.149088;-0.276897
106;1.060000;-0.016165;0.794957;-0.005277;-0.262788;0.149618;-0.441184;-0.420205;0.149101;-0.276880
107;1.070000;-0.016199;0.795044;-0.005272;-0.262817;0.149605;-0.441182;-0.420227;0.149079;-0.276913
108;1.080000;-0.016258;0.795135;-0.005335;-0.262812;0.149618;-0.441165;-0.420219;0.149084;-0.276887
109;1.090000;-0.016307;0.795236;-0.005381;-0.262794;0.149607;-0.441181;-0.420201;0.149071;-0.276940
110;1.100000;-0.016389;0.795310;-0.005458;-0.262799;0.149613;-0.441170;-0.420210;0.149076;-0.276921
111;1.110000;-0.016477;0.795389;-0.005449;-0.262786;0.149624;-0.441174;-0.420207;0.149082;-0.276910
112;1.120000;-0.016555;0.795495;-0.005485;-0.262798;0.149609;-0.441189;-0.420193;0.149078;-0.276901
113;1.130000;-0.016657;0.795604;-0.005534;-0.262804;0.149607;-0.441189;-0.420200;0.149083;-0.276911
114;1.140000;-0.016792;0.795710;-0.005554;-0.262808;0.149613;-0.441175;-0.420208;0.149066;-0.276928
115;1.150000;-0.016936;0.795828;-0.005607;-0.262803;0.149627;-0.441181;-0.420197;0.149088;-0.276901
116;1.160000;-0.017099;0.795936;-0.005593;-0.262794;0.149628;-0.441175;-0.420182;0.149099;-0.276889
117;1.170000;-0.017244;0.796051;-0.005640;-0.262818;0.149628;-0.441179;-0.420181;0.149099;-0.276881
118;1.180000;-0.017448;0.796176;-0.005686;-0.262786;0.149628;-0.441192;-0.420188;0.149112;-0.276905
119;1.190000;-0.017632;0.796299;-0.005708;-0.262786;0.149627;-0.441179;-0.420198;0.149106;-0.276910
120;1.200000;-0.017794;0.796426;-0.005735;-0.262803;0.149629;-0.441188;-0.420186;0.149113;-0.276908
121;1.210000;-0.017994;0.796544;-0.005712;-0.262792;0.149634;-0.441176;-0.420184;0.149090;-0.276909
122;1.220000;-0.018155;0.796674;-0.005718;-0.262798;0.149629;-0.441188;-0.420184;0.149123;-0.276883
123;1.230000;-0.018309;0.796775;-0.005734;-0.262785;0.149626;-0.441193;-0.420172;0.149094;-0.276883
124;1.240000;-0.018511;0.796889;-0.005725;-0.262787;0.149636;-0.441194;-0.420187;0.149117;-0.276903
125;1.250000;-0.018643;0.797003;-0.005710;-0.262793;0.149634;-0.441195;-0.420199;0.149122;-0.276878
126;1.260000;-0.018789;0.797111;-0.005713;-0.262794;0.149650;-0.441193;-0.420203;0.149079;-0.276938
127;1.270000;-0.018921;0.797210;-0.005714;-0.262786;0.149635;-0.441176;-0.420185;0.149125;-0.276909
