time,d_l,d_r,llen,rlen,left_gps_x,left_gps_y,left_gps_z,right_gps_x,right_gps_y,right_gps_z,subject_x,subject_y,subject_z,v_r,v_l
64,0.0,0.0,0.48489948880132505,0.4958422911735149,-0.29302514493380166,0.07990893578473596,-0.38634670786265396,-0.4271600541736969,0.07990626233317036,-0.25178138500398534,0.0,0.06,0.0,0,0
128,0.011732920816569792,0.011472621216653878,0.49663240961789484,0.5073149123901688,-0.2930197385089671,0.07987914889778994,-0.3863419210628072,-0.4271546477731825,0.0798774885437952,-0.251776598212067,0.008377482414770612,0.06,0.008377555910807761,0.2300554203322367,0.2300554203322367
192,0.023228585725897366,0.02272437562603452,0.5081280745272224,0.5185666667995494,-0.2928417575874461,0.07986778993103555,-0.3861648456196103,-0.4269766793252315,0.07986669507591182,-0.25159953519675465,0.01675437686898136,0.06,0.016754964829541225,0.45752961351931887,0.45752961351931887
256,0.03433326251423574,0.033603006522450796,0.5192327513155608,0.5294452976959657,-0.2923821690965398,0.07986361425764535,-0.3857068325888383,-0.42651711783136875,0.07986269703599735,-0.25114154907535735,0.025130095443337472,0.06,0.02513207976670521,0.6773626903668652,0.6773626903668652
320,0.04504431649097862,0.04410420605013693,0.5299438052923037,0.5399464972236518,-0.2916398482354111,0.07986203121646152,-0.3849669110409878,-0.425774834505253,0.07986115702983898,-0.25040166494220817,0.03350405030107148,0.06,0.03350875373796272,0.8894852254111554,0.8894852254111554
384,0.05536042557318699,0.05422517411039768,0.540259914374512,0.5500674652839126,-0.29061459941727397,0.07986139160158767,-0.3839449462306363,-0.42474963199165927,0.07986052783991432,-0.24937974628829424,0.04187565372919962,0.06,0.041884839766713915,1.0938559968358466,1.0938559968358466
448,0.06528062175788507,0.06396363801220867,0.5501801105592101,0.5598059291857236,-0.28930645271825844,0.07986111868888991,-0.38264098494621607,-0.4234415393926831,0.07986026188041769,-0.2480758389309478,0.05024431817976955,0.06,0.05026019088667495,1.2904425977009373,1.2904425977009373
512,0.07480399779118718,0.07331753270008295,0.5597034865925122,0.5691598238735979,-0.28771544416925193,0.07986099789633191,-0.3810550670622309,-0.42185059189815677,0.07986015223417203,-0.24648998190627477,0.058609456311096486,0.06,0.05863466014445666,1.4792153049127013,1.4792153049127013
576,0.08392966764766285,0.08228493933255615,0.5688291564489879,0.5781272305060711,-0.2858415879027965,0.07986094060998129,-0.3791872078027562,-0.41997680258213144,0.07986011331803065,-0.2446221893832416,0.0669704810289849,0.06,0.06700810060214298,1.66014606980219,1.66014606980219
640,0.09265677659609195,0.09086407777933453,0.577556265397417,0.5867063689528494,-0.28368488699004096,0.07986090739362092,-0.3770374109854998,-0.4178201730184519,0.07986010815593264,-0.2424724636870388,0.07532680552793272,0.06,0.07538036533986908,1.8332085437542647,1.8332085437542647
704,0.1009845073401231,0.09905329839590554,0.5858839961414481,0.5948955895694205,-0.2812453417741136,0.07986088018027546,-0.37460567776867393,-0.4153807014514671,0.07986012124352246,-0.24004080388380372,0.08367784333231548,0.06,0.08375130745839925,1.9983780573602863,1.9983780573602863
768,0.10891207910627532,0.10685106909944703,0.5938115679076004,0.6026933602729619,-0.27852295272835953,0.07986085050833,-0.3718920095250329,-0.41265838553012507,0.0798601467304739,-0.23732720853091066,0.09202300833754712,0.06,0.09212078008170439,2.1556314820572235,2.1556314820572235
832,0.11643874413595223,0.1142559616828574,0.6013382329372773,0.6100982528563723,-0.2755177209475379,0.07986081418126431,-0.3688964082847683,-0.4096532227180259,0.07986018287432226,-0.23433167603897934,0.10036171485121487,0.06,0.1004886363595391,2.3049470581880964,2.3049470581880964
896,0.12356378404432378,0.12126663951576361,0.6084632728456488,0.6171089306892785,-0.2722296480942317,0.07986076893732846,-0.36561887661565895,-0.4063652102197385,0.07986022943936794,-0.23105420453199774,0.1086933776341851,0.06,0.1088547294700182,2.446304235600874,2.446304235600874
960,0.13031304679549438,0.12790802284893504,0.6152125355968194,0.62375031402245,-0.2686776461007785,0.0798607042926428,-0.36207826675308186,-0.402813253969717,0.07986027687906369,-0.22751364026659512,0.11701741194167742,0.06,0.11721891262219297,2.5802106964442943,2.5802106964442943
1024,0.13677076564614044,0.1342627168018719,0.6216702544474655,0.6301050079753868,-0.26492219695020547,0.07986062412461012,-0.3583348670849007,-0.3990578296527466,0.0798603267399762,-0.2237702653524966,0.1253332335643042,0.06,0.12558103905862672,2.7083348244801235,2.7083348244801235
