time,d_l,d_r,llen,rlen,left_gps_x,left_gps_y,left_gps_z,right_gps_x,right_gps_y,right_gps_z,subject_x,subject_y,subject_z,v_r,v_l
188736,0.2824966977722807,0.2744564364905591,0.7673961865736058,0.770298727664074,-0.909948835770584,0.07986023314760088,-1.0500637073785382,-1.046725985823893,0.07986055558574756,-0.9181849326526914,-0.4403773353254332,0.06,-0.443104472225631,5.567531342628397,5.567531342628397
188800,0.282573733020162,0.27455880910476066,0.767473221821487,0.7704011002782756,-0.9019109178307051,0.0798600910380259,-1.0417274282531315,-1.0386877557252343,0.07986069276472514,-0.9098483297757322,-0.43220152381147425,0.06,-0.43477748683856937,5.569325421249227,5.569325421249227
188864,0.2826535788991279,0.27466427255824394,0.767553067700453,0.7705065637317589,-0.8938706480933798,0.07985998729332647,-1.0333887247620277,-1.030646669028923,0.07986079276308047,-0.9015087789916755,-0.42401812891649393,0.06,-0.4264485943047393,5.5711785145737185,5.5711785145737185
188928,0.2827359209148613,0.27477256860540117,0.7676354097161864,0.7706148597789161,-0.8858278558104707,0.07985993530166004,-1.0250474764721462,-1.022602614295362,0.07986084299048747,-0.8931662213955593,-0.41582729422582954,0.06,-0.41811783115873824,5.573084895202625,5.573084895202625
188992,0.28282033736749423,0.2748836593956287,0.7677198261688193,0.7707259505691436,-0.8777823078519091,0.07985994227685747,-1.0167034758068976,-1.0145556443311121,0.07986083775453798,-0.884820745976397,-0.40762916345535644,0.06,-0.4097852339433692,5.5750399676312306,5.5750399676312306
189056,0.28290639150779484,0.27499755243748564,0.7678058803091199,0.7708398436110006,-0.8697337782391553,0.07986000727982781,-1.008356490754961,-1.0065058575810222,0.0798607778785266,-0.8764724571803533,-0.3994238804489666,0.06,-0.40145083920948005,5.577039439452804,5.577039439452804
189120,0.28299366617313493,0.2751142617462617,0.76789315497446,0.7709565529197766,-0.8616820729795253,0.07986012118153901,-1.0000062894277235,-0.9984533714060644,0.07986067019509094,-0.8681214459982485,-0.3912115891760447,0.06,-0.3931146835158038,5.579079279193966,5.579079279193966
189184,0.28308195494111565,0.27523377573746827,0.7679814437424407,0.7710760669109832,-0.853627162406082,0.07986026812840852,-0.9916527793050209,-0.9903982986950273,0.07986052690456313,-0.8597677677299227,-0.38299243372894193,0.06,-0.3847768034287976,5.58115730678584,5.58115730678584
189248,0.2831713066591348,0.27535558869566173,0.7680707954604599,0.7711978798691767,-0.8455691790470209,0.07986042851427189,-0.9832960651989193,-0.9823403934253232,0.07986036475330774,-0.8514111346060712,-0.3747665583204479,0.06,-0.3764372355224828,5.583268953547966,5.583268953547966
189312,0.28326156320882967,0.27547936048831784,0.7681610520101547,0.7713216516618328,-0.8375080920644499,0.07986058337795202,-0.9749361168024335,-0.9742795108730135,0.07986020481100009,-0.8430513982147625,-0.36653410728126035,0.06,-0.36809601637828426,5.585409236971475,5.585409236971475
