time,d_l,d_r,llen,rlen,left_gps_x,left_gps_y,left_gps_z,right_gps_x,right_gps_y,right_gps_z,subject_x,subject_y,subject_z,v_r,v_l
64,0.0,0.0,0.48489948880132505,0.4958422911735149,-0.29302514493380166,0.07990893578473596,-0.38634670786265396,-0.4271600541736969,0.07990626233317036,-0.25178138500398534,0.0,0.06,0.0,0,0
128,0.011732920816569847,0.011472621216653878,0.4966324096178949,0.5073149123901688,-0.2930197385089672,0.07987914889778994,-0.3863419210628072,-0.42715464777318257,0.07987748854379517,-0.251776598212067,0.008377482414770612,0.06,0.008377555910807761,0.17384306324875778,0.1712400672495981
192,0.023238138163971578,0.022734653946623273,0.5081376269652966,0.5185769451201382,-0.2928485824222201,0.07986778638014382,-0.38617164826030365,-0.4269841735381897,0.07986669121910435,-0.2516070050780396,0.01675437686898136,0.06,0.016754964829541225,0.34581336191620293,0.3407785197427199
256,0.03439151896155801,0.03366572636432058,0.5192910077628831,0.5295080175378355,-0.2924237820040567,0.07986360471125897,-0.38574829900735597,-0.42656279675771497,0.07986268682944367,-0.2511870686322017,0.025130095443337472,0.06,0.02513207976670521,0.5125583029302765,0.5053003769579023
320,0.04519600508939947,0.04426686100274552,0.5300954938907245,0.5401091521762604,-0.291748189476643,0.07986201737226627,-0.3850748259242492,-0.42589318142939747,0.0798611422930628,-0.25051955425780836,0.03350405030107148,0.06,0.03350875373796272,0.6741172161243572,0.6648257752578175
384,0.055661008313853566,0.05454561337887015,0.5405604971151786,0.5503879045523851,-0.2908292818068113,0.07986137414625101,-0.3841586755124038,-0.4249825872395968,0.07986050902767065,-0.24961169248896575,0.04187565372919962,0.06,0.041884839766713915,0.8306266373703448,0.8194726880205108
448,0.0657961749414111,0.06450998845207162,0.5506956637427362,0.5603522796255865,-0.2896746839841353,0.07986109809788373,-0.3830073777507064,-0.42383844095626966,0.07986023879040265,-0.24847081649547115,0.05024431817976955,0.06,0.05026019088667495,0.9822271578978177,0.969365293004423
512,0.07561093683391185,0.07416796411637644,0.5605104256352369,0.5700102552898914,-0.28829183704281053,0.07986097486072383,-0.381628249848176,-0.42246800403866513,0.07986012432293602,-0.24710406536978147,0.058609456311096486,0.06,0.05863466014445666,1.1290566207148391,1.1146268935394852
576,0.08511446445184101,0.08352741671289504,0.5700139532531661,0.57936970788641,-0.28668796399913576,0.0798609161928614,-0.380028375721204,-0.4208783365885218,0.07986007970810743,-0.2455183615823971,0.0669704810289849,0.06,0.06700810060214298,1.2712493474302502,1.2553788700407906
640,0.09431671768651062,0.09259766222143401,0.5792162064878357,0.5884399533949489,-0.2848708232304857,0.07986088285471865,-0.3782153600533181,-0.4190774314987489,0.07986006722637332,-0.24372154496703352,0.07532680552793272,0.06,0.07538036533986908,1.4089531266349677,1.3917625719842017
704,0.10322764835287912,0.10138702668870109,0.5881271371542042,0.597229317862216,-0.2828481442792455,0.07986085745077652,-0.3761967655482934,-0.4170724688922982,0.07986007121616077,-0.24172063130302404,0.08367784333231548,0.06,0.08375130745839925,1.5423131711327416,1.5239069544909614
768,0.111855598720901,0.10990292045727207,0.5967550875222261,0.605745211630787,-0.28062648189249345,0.07986083242328634,-0.37397898597160595,-0.4148698794538,0.07986008551971863,-0.23952189166030113,0.09202300833754712,0.06,0.09212078008170439,1.6714522851544427,1.6519255025181532
832,0.12020866788402962,0.11815260564057412,0.6051081566853547,0.613994896814089,-0.27821219733065444,0.07986080403284113,-0.37156821858747047,-0.41247591472800976,0.07986010783289615,-0.23713141488343106,0.10036171485121487,0.06,0.1004886363595391,1.7964898626518055,1.7759292402172504
896,0.12829473439031125,0.12614320205629576,0.6131942231916363,0.6219854932298107,-0.27561147658344104,0.07986077040652076,-0.36897048374121805,-0.4098966603925317,0.07986013750353463,-0.23455512223458752,0.1086933776341851,0.06,0.1088547294700182,1.9175421850196301,1.896026861679475
960,0.1361214593960398,0.13388168081623913,0.6210209481973649,0.629723971989754,-0.27283033436857645,0.07986073057960688,-0.36619163008118055,-0.4071380392389505,0.07986017444690557,-0.23179877159478907,0.11701741194167742,0.06,0.11721891262219297,2.034722444491096,2.012324658693089
1024,0.14369628992740446,0.14137485954475776,0.6285957787287295,0.6372171507182727,-0.2698746179692322,0.07986068409905601,-0.36323733940296926,-0.4042058142384209,0.07986021863255284,-0.22886796153482541,0.1253332335643042,0.06,0.12558103905862672,2.1481407729544504,2.124926469127983
1088,0.15102646253673535,0.14862939919183799,0.6359259513380604,0.6444716903653529,-0.2667500111544308,0.07986063090101408,-0.36011313139306456,-0.4011055918463554,0.07986026984381156,-0.225768135443065,0.1336402588690723,0.06,0.13394096205796976,2.257904279688787,2.2339336462398136
1152,0.15811903958439755,0.1556517933206974,0.6430185283857226,0.6514940844942123,-0.26346206103418673,0.07986057131857496,-0.3568243913203867,-0.3978428190604596,0.07986032758288264,-0.22250457940782895,0.14193790484034438,0.06,0.14229853493753378,2.364117478106713,2.3394450154697117
